,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
157,POLYX/USDT,2023-04-16 21:47:32.296,POLYX,USDT,0.1791,1996.7,0.1797,1997.1
158,BTC/BUSD,2023-04-16 21:47:32.349,BTC,BUSD,30354.41,0.01646,30382.28,0.02
159,BNB/BUSD,2023-04-16 21:47:32.456,BNB,BUSD,349.1,4.294,349.5,5.29
160,ETH/BUSD,2023-04-16 21:47:32.570,ETH,BUSD,2124.17,0.2352,2125.99,0.235
161,HBAR/BUSD,2023-04-16 21:47:32.731,HBAR,BUSD,0.0693,12452.0,0.0695,5133.0
162,ONE/BUSD,2023-04-16 21:47:32.999,ONE,BUSD,0.02457,24113.7,0.02466,21655.6
163,BTC/USDC,2023-04-16 21:47:33.519,BTC,USDC,30383.12,0.02054,30397.54,0.02034
164,ETH/USDC,2023-04-16 21:47:33.573,ETH,USDC,2125.81,0.2352,2126.58,0.2351
165,SOL/USDC,2023-04-16 21:47:33.628,SOL,USDC,25.27,19.78,25.31,19.75
166,ADA/USDC,2023-04-16 21:47:33.685,ADA,USDC,0.4531,6620.9,0.4539,6609.4
167,BTC/DAI,2023-04-16 21:47:33.737,BTC,DAI,30364.8,0.04968,30421.38,0.07209
168,ETH/DAI,2023-04-16 21:47:33.792,ETH,DAI,2125.08,0.4989,2128.08,0.0034
169,BTC/USD,2023-04-16 21:47:33.901,BTC,USD,30389.78,0.0319,30394.17,0.05835
170,ETH/USD,2023-04-16 21:47:33.952,ETH,USD,2126.01,0.8,2126.44,0.4702
171,BCH/USD,2023-04-16 21:47:34.012,BCH,USD,135.3,7.75,135.6,2.739
172,LTC/USD,2023-04-16 21:47:34.065,LTC,USD,101.64,3.9,101.74,9.828
173,USDT/USD,2023-04-16 21:47:34.116,USDT,USD,1.0006,1690.0,1.0008,14051.0
174,BNB/USD,2023-04-16 21:47:34.172,BNB,USD,349.4,2.687,349.6,0.607
175,ADA/USD,2023-04-16 21:47:34.223,ADA,USD,0.4535,1756.5,0.4538,1546.0
176,BAT/USD,2023-04-16 21:47:34.278,BAT,USD,0.2916,85.0,0.2921,400.0
177,ETC/USD,2023-04-16 21:47:34.329,ETC,USD,22.37,8.0,22.4,51.0
178,XLM/USD,2023-04-16 21:47:34.382,XLM,USD,0.1077,3634.0,0.1079,1150.0
179,ZRX/USD,2023-04-16 21:47:34.445,ZRX,USD,0.3081,3938.0,0.3091,1899.0
180,LINK/USD,2023-04-16 21:47:34.503,LINK,USD,8.134,41.45,8.143,264.19
181,RVN/USD,2023-04-16 21:47:34.563,RVN,USD,0.028,4000.0,0.0281,42123.9
182,DASH/USD,2023-04-16 21:47:34.623,DASH,USD,61.46,0.65083,61.56,2.0
183,ZEC/USD,2023-04-16 21:47:34.681,ZEC,USD,42.8,54.593,42.9,4.0
184,ALGO/USD,2023-04-16 21:47:34.734,ALGO,USD,0.2325,2595.0,0.2327,1800.0
185,IOTA/USD,2023-04-16 21:47:34.788,IOTA,USD,0.2293,122.0,0.23,2661.0
186,WAVES/USD,2023-04-16 21:47:34.898,WAVES,USD,2.278,28.52,2.28,8.0
187,ATOM/USD,2023-04-16 21:47:34.951,ATOM,USD,12.846,8.0,12.854,47.49
188,NEO/USD,2023-04-16 21:47:35.003,NEO,USD,13.708,20.0,13.722,39.939
189,QTUM/USD,2023-04-16 21:47:35.061,QTUM,USD,3.44,40.0,3.452,367.2
190,ICX/USD,2023-04-16 21:47:35.113,ICX,USD,0.36,1197.34,0.3604,2108.89
191,ENJ/USD,2023-04-16 21:47:35.169,ENJ,USD,0.4541,550.5,0.4545,3824.8
192,ONT/USD,2023-04-16 21:47:35.222,ONT,USD,0.3097,215.0,0.3098,1902.0
193,ZIL/USD,2023-04-16 21:47:35.275,ZIL,USD,0.03191,16084.9,0.03199,1900.0
194,VET/USD,2023-04-16 21:47:35.329,VET,USD,0.02629,54014.61,0.02633,7552.45
195,XTZ/USD,2023-04-16 21:47:35.386,XTZ,USD,1.1797,200.0,1.1819,68.0
196,HBAR/USD,2023-04-16 21:47:35.440,HBAR,USD,0.0692,55158.0,0.0693,30768.0
197,OMG/USD,2023-04-16 21:47:35.503,OMG,USD,1.468,459.9,1.471,12.9
198,MATIC/USD,2023-04-16 21:47:35.556,MATIC,USD,1.1824,211.4,1.1828,190.0
199,EOS/USD,2023-04-16 21:47:35.609,EOS,USD,1.241,201.45,1.2451,79.78
200,DOGE/USD,2023-04-16 21:47:35.666,DOGE,USD,0.091,51463.0,0.0911,23834.0
201,KNC/USD,2023-04-16 21:47:35.716,KNC,USD,0.796,1060.0,0.798,200.0
202,VTHO/USD,2023-04-16 21:47:35.769,VTHO,USD,0.001469,88822.0,0.001473,98456.0
203,USDC/USD,2023-04-16 21:47:35.824,USDC,USD,1.0,551316.94,1.0001,481506.12
204,COMP/USD,2023-04-16 21:47:35.876,COMP,USD,46.39,5.389,46.44,0.119
205,MANA/USD,2023-04-16 21:47:35.930,MANA,USD,0.6485,184.0,0.6489,200.0
206,MKR/USD,2023-04-16 21:47:36.036,MKR,USD,792.0,0.7496,793.0,0.155
207,DAI/USD,2023-04-16 21:47:36.087,DAI,USD,0.9995,39994.06,1.0002,40321.37
208,ONE/USD,2023-04-16 21:47:36.140,ONE,USD,0.0245,507023.5,0.0247,330308.8
209,BAND/USD,2023-04-16 21:47:36.193,BAND,USD,2.071,995.3,2.077,222.0
210,STORJ/USD,2023-04-16 21:47:36.246,STORJ,USD,0.4123,1522.0,0.4128,395.0
211,UNI/USD,2023-04-16 21:47:36.298,UNI,USD,6.341,172.65,6.3573,123.53
212,SOL/USD,2023-04-16 21:47:36.349,SOL,USD,25.29,252.06,25.31,39.52
213,EGLD/USD,2023-04-16 21:47:36.400,EGLD,USD,43.55,16.91,43.64,1.7
214,PAXG/USD,2023-04-16 21:47:36.455,PAXG,USD,2018.0,0.2493,2027.0,0.0434
215,OXT/USD,2023-04-16 21:47:36.509,OXT,USD,0.091,680.0,0.0912,3986.0
216,ZEN/USD,2023-04-16 21:47:36.560,ZEN,USD,11.57,37.38,11.59,3.27
217,FIL/USD,2023-04-16 21:47:36.610,FIL,USD,6.372,146.89,6.383,89.38
218,AAVE/USD,2023-04-16 21:47:36.667,AAVE,USD,83.5,24.438,83.6,0.421
219,GRT/USD,2023-04-16 21:47:36.721,GRT,USD,0.1678,5428.8,0.168,800.0
220,SUSHI/USD,2023-04-16 21:47:36.774,SUSHI,USD,1.207,125.8,1.208,8.5
221,ANKR/USD,2023-04-16 21:47:36.828,ANKR,USD,0.03715,2779.6,0.03719,3281.0
222,CRV/USD,2023-04-16 21:47:36.879,CRV,USD,1.103,2434.1,1.105,117.1
223,AXS/USD,2023-04-16 21:47:36.932,AXS,USD,9.29,25.8,9.3,4.24
224,AVAX/USD,2023-04-16 21:47:36.988,AVAX,USD,20.38,194.19,20.4,108.28
225,CTSI/USD,2023-04-16 21:47:37.042,CTSI,USD,0.2553,3505.0,0.2556,8723.0
226,DOT/USD,2023-04-16 21:47:37.097,DOT,USD,6.85,190.79,6.86,56.44
227,YFI/USD,2023-04-16 21:47:37.151,YFI,USD,9205.0,0.07431,9228.0,0.0079
228,1INCH/USD,2023-04-16 21:47:37.214,1INCH,USD,0.577,2371.4,0.579,849.9
229,FTM/USD,2023-04-16 21:47:37.267,FTM,USD,0.5261,300.0,0.5266,200.0
230,NEAR/USD,2023-04-16 21:47:37.319,NEAR,USD,2.35,86.7,2.353,1033.4
231,LRC/USD,2023-04-16 21:47:37.370,LRC,USD,0.3916,2021.0,0.3927,1513.0
232,LPT/USD,2023-04-16 21:47:37.488,LPT,USD,6.72,101.22,6.73,160.21
233,NMR/USD,2023-04-16 21:47:37.542,NMR,USD,19.48,106.42,19.57,12.77
234,SLP/USD,2023-04-16 21:47:37.593,SLP,USD,0.002983,23000.0,0.002994,171776.0
235,ANT/USD,2023-04-16 21:47:37.644,ANT,USD,3.551,199.2,3.557,400.0
236,XNO/USD,2023-04-16 21:47:37.696,XNO,USD,0.948,1728.05,0.955,87.0
237,CHZ/USD,2023-04-16 21:47:37.748,CHZ,USD,0.1363,9587.0,0.1365,5.0
238,OGN/USD,2023-04-16 21:47:37.801,OGN,USD,0.1364,6894.8,0.1368,400.0
239,GALA/USD,2023-04-16 21:47:37.853,GALA,USD,0.04399,72579.0,0.044,190755.0
240,TLM/USD,2023-04-16 21:47:37.919,TLM,USD,0.0234,16576.0,0.0235,11589.0
241,SNX/USD,2023-04-16 21:47:37.974,SNX,USD,2.857,581.5,2.862,981.5
242,AUDIO/USD,2023-04-16 21:47:38.024,AUDIO,USD,0.3374,160.0,0.3376,84.6
243,REQ/USD,2023-04-16 21:47:38.075,REQ,USD,0.1045,2392.0,0.105,2380.0
244,APE/USD,2023-04-16 21:47:38.125,APE,USD,4.548,90.96,4.551,74.94
245,FLUX/USD,2023-04-16 21:47:38.179,FLUX,USD,0.724,962.42,0.727,962.43
246,TRX/USD,2023-04-16 21:47:38.228,TRX,USD,0.06659,3758.8,0.0666,17344.2
247,COTI/USD,2023-04-16 21:47:38.284,COTI,USD,0.0942,9756.0,0.0946,5810.0
248,VOXEL/USD,2023-04-16 21:47:38.345,VOXEL,USD,0.2853,2360.2,0.2858,1189.6
249,RLC/USD,2023-04-16 21:47:38.398,RLC,USD,1.848,432.5,1.854,210.1
250,BICO/USD,2023-04-16 21:47:38.455,BICO,USD,0.439,3836.3,0.441,697.99
251,API3/USD,2023-04-16 21:47:38.514,API3,USD,1.728,373.34,1.732,223.21
252,ENS/USD,2023-04-16 21:47:38.572,ENS,USD,14.71,33.82,14.75,5.29
253,BNT/USD,2023-04-16 21:47:38.628,BNT,USD,0.545,795.5,0.548,1254.7
254,IMX/USD,2023-04-16 21:47:38.680,IMX,USD,1.215,2109.49,1.218,204.75
255,SPELL/USD,2023-04-16 21:47:38.734,SPELL,USD,0.000797,381183.0,0.000798,4262.0
256,FLOW/USD,2023-04-16 21:47:38.837,FLOW,USD,1.07,233.64,1.072,973.9
257,GTC/USD,2023-04-16 21:47:38.889,GTC,USD,1.932,223.9,1.943,215.3
258,THETA/USD,2023-04-16 21:47:38.939,THETA,USD,1.14,66.8,1.144,274.8
259,TFUEL/USD,2023-04-16 21:47:38.989,TFUEL,USD,0.0561,9977.0,0.0563,4127.0
260,OCEAN/USD,2023-04-16 21:47:39.041,OCEAN,USD,0.4271,1385.0,0.4272,3071.0
261,LAZIO/USD,2023-04-16 21:47:39.094,LAZIO,USD,3.2053,96.28,3.2147,119.53
262,SANTOS/USD,2023-04-16 21:47:39.145,SANTOS,USD,5.38,85.81,5.404,152.37
263,ALPINE/USD,2023-04-16 21:47:39.197,ALPINE,USD,3.7177,115.88,3.7343,144.34
264,PORTO/USD,2023-04-16 21:47:39.251,PORTO,USD,3.0438,134.46,3.0574,151.03
265,REN/USD,2023-04-16 21:47:39.303,REN,USD,0.113215,177.0,0.113516,4001.0
266,CELR/USD,2023-04-16 21:47:39.353,CELR,USD,0.0294,25430.7,0.02953,24931.0
267,SKL/USD,2023-04-16 21:47:39.404,SKL,USD,0.0525,8.0,0.05257,9913.0
268,VITE/USD,2023-04-16 21:47:39.456,VITE,USD,0.0252,20152.3,0.0254,20127.1
269,WAXP/USD,2023-04-16 21:47:39.507,WAXP,USD,0.0747,6026.0,0.0751,176.0
270,LTO/USD,2023-04-16 21:47:39.558,LTO,USD,0.115,7168.0,0.1159,3632.0
271,FET/USD,2023-04-16 21:47:39.609,FET,USD,0.4083,40.0,0.4099,609.0
272,BOND/USD,2023-04-16 21:47:39.662,BOND,USD,4.583,99.95,4.593,79.88
273,LOKA/USD,2023-04-16 21:47:39.714,LOKA,USD,0.5687,806.2,0.571,112.6
274,ICP/USD,2023-04-16 21:47:39.763,ICP,USD,6.092,67.4,6.104,67.2
275,T/USD,2023-04-16 21:47:39.817,T,USD,0.0368,55196.0,0.037,29288.8
276,OP/USD,2023-04-16 21:47:39.870,OP,USD,2.698,222.35,2.702,222.04
277,ROSE/USD,2023-04-16 21:47:39.922,ROSE,USD,0.07657,7221.5,0.07672,1149.4
278,CELO/USD,2023-04-16 21:47:39.975,CELO,USD,0.73,23864.3,0.732,1155.2
279,KDA/USD,2023-04-16 21:47:40.028,KDA,USD,1.055,183.82,1.06,712.59
280,KSM/USD,2023-04-16 21:47:40.080,KSM,USD,37.57,11.982,37.67,16.169
281,ACH/USD,2023-04-16 21:47:40.132,ACH,USD,0.04096,444.0,0.04104,9550.0
282,DAR/USD,2023-04-16 21:47:40.183,DAR,USD,0.2041,1.0,0.2044,7032.0
283,RNDR/USD,2023-04-16 21:47:40.240,RNDR,USD,1.752,1459.41,1.757,980.23
284,SYS/USD,2023-04-16 21:47:40.291,SYS,USD,0.1762,18.0,0.1772,4475.0
285,RAD/USD,2023-04-16 21:47:40.343,RAD,USD,1.911,130.8,1.918,130.3
286,ILV/USD,2023-04-16 21:47:40.397,ILV,USD,65.6,6.243,65.87,6.284
287,LDO/USD,2023-04-16 21:47:40.452,LDO,USD,2.63,95.05,2.631,3887.02
288,RARE/USD,2023-04-16 21:47:40.505,RARE,USD,0.1317,4281.6,0.1323,4917.8
289,LSK/USD,2023-04-16 21:47:40.565,LSK,USD,1.116,398.2,1.121,40.4
290,DGB/USD,2023-04-16 21:47:40.615,DGB,USD,0.0104,110530.3,0.0105,1213388.1
291,REEF/USD,2023-04-16 21:47:40.668,REEF,USD,0.003116,321.0,0.003125,119745.7
292,ALICE/USD,2023-04-16 21:47:40.721,ALICE,USD,1.791,388.09,1.8,386.85
293,FORTH/USD,2023-04-16 21:47:40.773,FORTH,USD,3.82,100.73,3.84,65.1
294,ASTR/USD,2023-04-16 21:47:40.823,ASTR,USD,0.0738,6751.9,0.0741,16571.0
295,BTRST/USD,2023-04-16 21:47:40.873,BTRST,USD,0.887,281.8,0.899,1306.4
296,GAL/USD,2023-04-16 21:47:40.926,GAL,USD,2.107,118.652,2.11,968.287
297,SAND/USD,2023-04-16 21:47:40.977,SAND,USD,0.6948,554.0,0.6967,700.0
298,BAL/USD,2023-04-16 21:47:41.031,BAL,USD,7.242,313.04,7.292,1.68
299,POLYX/USD,2023-04-16 21:47:41.085,POLYX,USD,0.1789,1960.0,0.1797,2853.0
300,GLM/USD,2023-04-16 21:47:41.138,GLM,USD,0.2599,1603.8,0.2603,960.4
301,CLV/USD,2023-04-16 21:47:41.193,CLV,USD,0.0681,3671.0,0.0684,6022.5
302,TUSD/USD,2023-04-16 21:47:41.247,TUSD,USD,1.0001,54174.2,1.0003,37709.6
303,QNT/USD,2023-04-16 21:47:41.299,QNT,USD,119.7,18.269,120.1,2.523
304,STG/USD,2023-04-16 21:47:41.358,STG,USD,0.9171,1304.5,0.9224,1396.8
305,AXL/USD,2023-04-16 21:47:41.410,AXL,USD,0.537,731.5,0.539,719.2
306,KAVA/USD,2023-04-16 21:47:41.470,KAVA,USD,0.949,1418.0,0.95,288.1
307,APT/USD,2023-04-16 21:47:41.538,APT,USD,12.6639,28.27,12.685,137.94
308,MASK/USD,2023-04-16 21:47:41.591,MASK,USD,5.742,43.5,5.75,228.7
309,BOSON/USD,2023-04-16 21:47:41.663,BOSON,USD,0.2409,42.0,0.2419,115.1
310,POND/USD,2023-04-16 21:47:41.714,POND,USD,0.01098,20.06,0.01102,44985.19
311,MXC/USD,2023-04-16 21:47:41.765,MXC,USD,0.01935,8982.0,0.01937,17056.0
312,JAM/USD,2023-04-16 21:47:41.817,JAM,USD,0.00224,65604.0,0.002251,62261.0
313,PROM/USD,2023-04-16 21:47:41.869,PROM,USD,5.17,79.31,5.21,80.19
314,DIA/USD,2023-04-16 21:47:41.921,DIA,USD,0.411,995.3,0.414,1003.3
315,LOOM/USD,2023-04-16 21:47:41.973,LOOM,USD,0.06688,5980.0,0.06723,6029.0
316,STMX/USD,2023-04-16 21:47:42.025,STMX,USD,0.006209,81704.0,0.006223,2042.0
317,SHIB/USD,2023-04-16 21:47:42.077,SHIB,USD,1.162e-05,121430698.0,1.165e-05,176482511.0
318,TRAC/USD,2023-04-16 21:47:42.129,TRAC,USD,0.4197,119.0,0.4252,117.0
